Dataset,DNN,CMR,FR(%)
Caltech256,Caltech256_DenseNet121_6838,45163,32.34237177393009
Caltech256,Caltech256_DenseNet121_6838,45201,36.426004573668735
Caltech256,Caltech256_DenseNet121_6838,45203,34.23717739300882
Caltech256,Caltech256_DenseNet121_6838,45206,32.86507677229664
Caltech256,Caltech256_DenseNet121_6838,45210,36.426004573668735
Caltech256,Caltech256_DenseNet121_6838,45213,33.19176739627573
Caltech256,Caltech256_DenseNet121_6838,45216,31.950343025155174
Caltech256,Caltech256_DenseNet121_6838,45230,33.975824893825546
Caltech256,Caltech256_DenseNet121_6838,45231,33.093760209082
Caltech256,Caltech256_DenseNet121_6838,45236,29.467494282914082
Caltech256,Caltech256_DenseNet121_6838,45260,32.66906239790918
Caltech256,Caltech256_DenseNet121_6838,45261,31.950343025155174
Caltech256,Caltech256_DenseNet121_6838,45263,29.43482522051617
Caltech256,Caltech256_DenseNet121_6838,45301,36.72002613524992
Caltech256,Caltech256_DenseNet121_6838,45302,34.008493956223454
Caltech256,Caltech256_DenseNet121_6838,45306,33.453119895459
Caltech256,Caltech256_DenseNet121_6838,45310,36.72002613524992
Caltech256,Caltech256_DenseNet121_6838,45312,33.12642927147991
Caltech256,Caltech256_DenseNet121_6838,45316,32.14635739954264
Caltech256,Caltech256_DenseNet121_6838,45320,34.171839268213
Caltech256,Caltech256_DenseNet121_6838,45321,33.355112708265274
Caltech256,Caltech256_DenseNet121_6838,45326,29.500163345311993
Caltech256,Caltech256_DenseNet121_6838,45360,32.86507677229664
Caltech256,Caltech256_DenseNet121_6838,45361,32.14635739954264
Caltech256,Caltech256_DenseNet121_6838,45362,29.500163345311993
Caltech256,Caltech256_DenseNet121_6838,45601,35.44593270173146
Caltech256,Caltech256_DenseNet121_6838,45602,32.505717085919635
Caltech256,Caltech256_DenseNet121_6838,45603,33.06109114668409
Caltech256,Caltech256_DenseNet121_6838,45610,35.44593270173146
Caltech256,Caltech256_DenseNet121_6838,45612,31.852335837961448
Caltech256,Caltech256_DenseNet121_6838,45613,32.34237177393009
Caltech256,Caltech256_DenseNet121_6838,45620,32.66906239790918
Caltech256,Caltech256_DenseNet121_6838,45621,31.950343025155174
Caltech256,Caltech256_DenseNet121_6838,45623,29.467494282914082
Caltech256,Caltech256_DenseNet121_6838,45630,32.76706958510291
Caltech256,Caltech256_DenseNet121_6838,45631,31.950343025155174
Caltech256,Caltech256_DenseNet121_6838,45632,29.402156158118263
Caltech256,Caltech256_DenseNet121_6838,46012,30.839594903626267
Caltech256,Caltech256_DenseNet121_6838,46013,30.970271153217904
Caltech256,Caltech256_DenseNet121_6838,46015,35.83796145050637
Caltech256,Caltech256_DenseNet121_6838,46021,30.904933028422082
Caltech256,Caltech256_DenseNet121_6838,46023,28.814113034955895
Caltech256,Caltech256_DenseNet121_6838,46025,33.093760209082
Caltech256,Caltech256_DenseNet121_6838,46031,30.970271153217904
Caltech256,Caltech256_DenseNet121_6838,46032,28.814113034955895
Caltech256,Caltech256_DenseNet121_6838,46035,33.22443645867364
Caltech256,Caltech256_DenseNet121_6838,46051,35.83796145050637
Caltech256,Caltech256_DenseNet121_6838,46052,32.930414897092454
Caltech256,Caltech256_DenseNet121_6838,46053,33.257105521071544
Caltech256,Caltech256_DenseNet121_6838,46102,30.839594903626267
Caltech256,Caltech256_DenseNet121_6838,46103,30.970271153217904
Caltech256,Caltech256_DenseNet121_6838,46105,35.83796145050637
Caltech256,Caltech256_DenseNet121_6838,46120,30.872263966024178
Caltech256,Caltech256_DenseNet121_6838,46123,27.01731460307089
Caltech256,Caltech256_DenseNet121_6838,46125,31.721659588369818
Caltech256,Caltech256_DenseNet121_6838,46130,30.74158771643254
Caltech256,Caltech256_DenseNet121_6838,46132,27.245998039856257
Caltech256,Caltech256_DenseNet121_6838,46135,32.11368833714472
Caltech256,Caltech256_DenseNet121_6838,46150,35.87063051290428
Caltech256,Caltech256_DenseNet121_6838,46152,31.721659588369818
Caltech256,Caltech256_DenseNet121_6838,46153,32.30970271153218
Caltech256,Caltech256_DenseNet121_6838,46201,30.806925841228356
Caltech256,Caltech256_DenseNet121_6838,46203,29.108134596537077
Caltech256,Caltech256_DenseNet121_6838,46205,33.453119895459
Caltech256,Caltech256_DenseNet121_6838,46210,30.806925841228356
Caltech256,Caltech256_DenseNet121_6838,46213,26.951976478275075
Caltech256,Caltech256_DenseNet121_6838,46215,31.819666775563544
Caltech256,Caltech256_DenseNet121_6838,46230,29.075465534139173
Caltech256,Caltech256_DenseNet121_6838,46231,27.213328977458346
Caltech256,Caltech256_DenseNet121_6838,46235,29.565501470107808
Caltech256,Caltech256_DenseNet121_6838,46250,32.63639333551127
Caltech256,Caltech256_DenseNet121_6838,46251,31.819666775563544
Caltech256,Caltech256_DenseNet121_6838,46253,29.369487095720352
Caltech256,Caltech256_DenseNet121_6838,46301,31.06827834041163
Caltech256,Caltech256_DenseNet121_6838,46302,28.618098660568442
Caltech256,Caltech256_DenseNet121_6838,46305,33.19176739627573
Caltech256,Caltech256_DenseNet121_6838,46310,31.06827834041163
Caltech256,Caltech256_DenseNet121_6838,46312,27.27866710225417
Caltech256,Caltech256_DenseNet121_6838,46315,32.24436458673636
Caltech256,Caltech256_DenseNet121_6838,46320,29.01012740934335
Caltech256,Caltech256_DenseNet121_6838,46321,27.245998039856257
Caltech256,Caltech256_DenseNet121_6838,46325,29.402156158118263
Caltech256,Caltech256_DenseNet121_6838,46350,33.48578895785691
Caltech256,Caltech256_DenseNet121_6838,46351,32.24436458673636
Caltech256,Caltech256_DenseNet121_6838,46352,29.271479908526626
Caltech256,Caltech256_DenseNet121_6838,46501,35.87063051290428
Caltech256,Caltech256_DenseNet121_6838,46502,32.21169552433845
Caltech256,Caltech256_DenseNet121_6838,46503,33.22443645867364
Caltech256,Caltech256_DenseNet121_6838,46510,35.87063051290428
Caltech256,Caltech256_DenseNet121_6838,46512,31.721659588369818
Caltech256,Caltech256_DenseNet121_6838,46513,32.30970271153218
Caltech256,Caltech256_DenseNet121_6838,46520,32.407709898725905
Caltech256,Caltech256_DenseNet121_6838,46521,31.786997713165633
Caltech256,Caltech256_DenseNet121_6838,46523,29.075465534139173
Caltech256,Caltech256_DenseNet121_6838,46530,33.28977458346946
Caltech256,Caltech256_DenseNet121_6838,46531,31.819666775563544
Caltech256,Caltech256_DenseNet121_6838,46532,29.467494282914082
Caltech256,Caltech256_DenseNet121_6838,50123,26.821300228683437
Caltech256,Caltech256_DenseNet121_6838,50124,34.56386801698791
Caltech256,Caltech256_DenseNet121_6838,50126,24.567134923227705
Caltech256,Caltech256_DenseNet121_6838,50132,26.75596210388762
Caltech256,Caltech256_DenseNet121_6838,50134,35.05390395295655
Caltech256,Caltech256_DenseNet121_6838,50136,25.775890231950342
Caltech256,Caltech256_DenseNet121_6838,50142,34.400522704998366
Caltech256,Caltech256_DenseNet121_6838,50143,35.08657301535446
Caltech256,Caltech256_DenseNet121_6838,50146,33.91048676902973
Caltech256,Caltech256_DenseNet121_6838,50162,24.567134923227705
Caltech256,Caltech256_DenseNet121_6838,50163,25.710552107154527
Caltech256,Caltech256_DenseNet121_6838,50164,33.91048676902973
Caltech256,Caltech256_DenseNet121_6838,50213,26.886638353479253
Caltech256,Caltech256_DenseNet121_6838,50214,34.43319176739627
Caltech256,Caltech256_DenseNet121_6838,50216,24.795818360013065
Caltech256,Caltech256_DenseNet121_6838,50231,26.62528585429598
Caltech256,Caltech256_DenseNet121_6838,50234,33.22443645867364
Caltech256,Caltech256_DenseNet121_6838,50236,23.293041489709246
Caltech256,Caltech256_DenseNet121_6838,50241,34.53119895459
Caltech256,Caltech256_DenseNet121_6838,50243,33.06109114668409
Caltech256,Caltech256_DenseNet121_6838,50246,30.937602090819993
Caltech256,Caltech256_DenseNet121_6838,50261,24.795818360013065
Caltech256,Caltech256_DenseNet121_6838,50263,23.325710552107154
Caltech256,Caltech256_DenseNet121_6838,50264,30.937602090819993
Caltech256,Caltech256_DenseNet121_6838,50312,26.75596210388762
Caltech256,Caltech256_DenseNet121_6838,50314,34.95589676576282
Caltech256,Caltech256_DenseNet121_6838,50316,25.677883044756616
Caltech256,Caltech256_DenseNet121_6838,50321,26.788631166285526
Caltech256,Caltech256_DenseNet121_6838,50324,33.12642927147991
Caltech256,Caltech256_DenseNet121_6838,50326,23.293041489709246
Caltech256,Caltech256_DenseNet121_6838,50341,35.08657301535446
Caltech256,Caltech256_DenseNet121_6838,50342,33.093760209082
Caltech256,Caltech256_DenseNet121_6838,50346,31.688990525971906
Caltech256,Caltech256_DenseNet121_6838,50361,25.677883044756616
Caltech256,Caltech256_DenseNet121_6838,50362,23.293041489709246
Caltech256,Caltech256_DenseNet121_6838,50364,31.688990525971906
Caltech256,Caltech256_DenseNet121_6838,50412,34.727213328977456
Caltech256,Caltech256_DenseNet121_6838,50413,35.249918327344005
Caltech256,Caltech256_DenseNet121_6838,50416,34.302515517804636
Caltech256,Caltech256_DenseNet121_6838,50421,34.75988239137537
Caltech256,Caltech256_DenseNet121_6838,50423,32.86507677229664
Caltech256,Caltech256_DenseNet121_6838,50426,31.06827834041163
Caltech256,Caltech256_DenseNet121_6838,50431,35.05390395295655
Caltech256,Caltech256_DenseNet121_6838,50432,32.99575302188828
Caltech256,Caltech256_DenseNet121_6838,50436,31.362299901992813
Caltech256,Caltech256_DenseNet121_6838,50461,34.302515517804636
Caltech256,Caltech256_DenseNet121_6838,50462,31.06827834041163
Caltech256,Caltech256_DenseNet121_6838,50463,31.427638026788628
Caltech256,Caltech256_DenseNet121_6838,50612,24.567134923227705
Caltech256,Caltech256_DenseNet121_6838,50613,25.710552107154527
Caltech256,Caltech256_DenseNet121_6838,50614,33.91048676902973
Caltech256,Caltech256_DenseNet121_6838,50621,24.795818360013065
Caltech256,Caltech256_DenseNet121_6838,50623,23.325710552107154
Caltech256,Caltech256_DenseNet121_6838,50624,30.937602090819993
Caltech256,Caltech256_DenseNet121_6838,50631,25.743221169552434
Caltech256,Caltech256_DenseNet121_6838,50632,23.325710552107154
Caltech256,Caltech256_DenseNet121_6838,50634,31.656321463573995
Caltech256,Caltech256_DenseNet121_6838,50641,34.302515517804636
Caltech256,Caltech256_DenseNet121_6838,50642,31.06827834041163
Caltech256,Caltech256_DenseNet121_6838,50643,31.46030708918654
Caltech256,Caltech256_DenseNet121_6838,51023,26.821300228683437
Caltech256,Caltech256_DenseNet121_6838,51024,34.56386801698791
Caltech256,Caltech256_DenseNet121_6838,51026,24.567134923227705
Caltech256,Caltech256_DenseNet121_6838,51032,26.75596210388762
Caltech256,Caltech256_DenseNet121_6838,51034,35.05390395295655
Caltech256,Caltech256_DenseNet121_6838,51036,25.775890231950342
Caltech256,Caltech256_DenseNet121_6838,51042,34.400522704998366
Caltech256,Caltech256_DenseNet121_6838,51043,35.08657301535446
Caltech256,Caltech256_DenseNet121_6838,51046,33.91048676902973
Caltech256,Caltech256_DenseNet121_6838,51062,24.567134923227705
Caltech256,Caltech256_DenseNet121_6838,51063,25.710552107154527
Caltech256,Caltech256_DenseNet121_6838,51064,33.91048676902973
Caltech256,Caltech256_DenseNet121_6838,51203,27.14799085266253
Caltech256,Caltech256_DenseNet121_6838,51204,34.498529892192096
Caltech256,Caltech256_DenseNet121_6838,51206,24.893825547206795
Caltech256,Caltech256_DenseNet121_6838,51230,26.98464554067298
Caltech256,Caltech256_DenseNet121_6838,51234,32.832407709898725
Caltech256,Caltech256_DenseNet121_6838,51236,21.95360993139497
Caltech256,Caltech256_DenseNet121_6838,51240,35.34792551453773
Caltech256,Caltech256_DenseNet121_6838,51243,32.99575302188828
Caltech256,Caltech256_DenseNet121_6838,51246,31.296961777196998
Caltech256,Caltech256_DenseNet121_6838,51260,24.469127736033975
Caltech256,Caltech256_DenseNet121_6838,51263,22.116955243384513
Caltech256,Caltech256_DenseNet121_6838,51264,31.296961777196998
Caltech256,Caltech256_DenseNet121_6838,51302,26.788631166285526
Caltech256,Caltech256_DenseNet121_6838,51304,35.151911140150276
Caltech256,Caltech256_DenseNet121_6838,51306,25.57987585756289
Caltech256,Caltech256_DenseNet121_6838,51320,27.0499836654688
Caltech256,Caltech256_DenseNet121_6838,51324,32.930414897092454
Caltech256,Caltech256_DenseNet121_6838,51326,22.247631492976154
Caltech256,Caltech256_DenseNet121_6838,51340,36.22999019928128
Caltech256,Caltech256_DenseNet121_6838,51342,32.930414897092454
Caltech256,Caltech256_DenseNet121_6838,51346,31.525645213982358
Caltech256,Caltech256_DenseNet121_6838,51360,25.84122835674616
Caltech256,Caltech256_DenseNet121_6838,51362,22.247631492976154
Caltech256,Caltech256_DenseNet121_6838,51364,31.525645213982358
Caltech256,Caltech256_DenseNet121_6838,51402,35.05390395295655
Caltech256,Caltech256_DenseNet121_6838,51403,36.001306762495915
Caltech256,Caltech256_DenseNet121_6838,51406,35.151911140150276
Caltech256,Caltech256_DenseNet121_6838,51420,35.05390395295655
Caltech256,Caltech256_DenseNet121_6838,51423,33.06109114668409
Caltech256,Caltech256_DenseNet121_6838,51426,31.198954590003268
Caltech256,Caltech256_DenseNet121_6838,51430,36.099313949689645
Caltech256,Caltech256_DenseNet121_6838,51432,32.89774583469454
Caltech256,Caltech256_DenseNet121_6838,51436,31.590983338778177
Caltech256,Caltech256_DenseNet121_6838,51460,34.59653707938582
Caltech256,Caltech256_DenseNet121_6838,51462,31.198954590003268
Caltech256,Caltech256_DenseNet121_6838,51463,31.558314276380266
Caltech256,Caltech256_DenseNet121_6838,51602,24.501796798431887
Caltech256,Caltech256_DenseNet121_6838,51603,26.037242731133613
Caltech256,Caltech256_DenseNet121_6838,51604,34.400522704998366
Caltech256,Caltech256_DenseNet121_6838,51620,24.469127736033975
Caltech256,Caltech256_DenseNet121_6838,51623,22.116955243384513
Caltech256,Caltech256_DenseNet121_6838,51624,31.296961777196998
Caltech256,Caltech256_DenseNet121_6838,51630,25.84122835674616
Caltech256,Caltech256_DenseNet121_6838,51632,21.92094086899706
Caltech256,Caltech256_DenseNet121_6838,51634,31.590983338778177
Caltech256,Caltech256_DenseNet121_6838,51640,34.59653707938582
Caltech256,Caltech256_DenseNet121_6838,51642,31.198954590003268
Caltech256,Caltech256_DenseNet121_6838,51643,31.525645213982358
Caltech256,Caltech256_DenseNet121_6838,52013,27.18065991506044
Caltech256,Caltech256_DenseNet121_6838,52014,34.62920614178373
Caltech256,Caltech256_DenseNet121_6838,52016,25.089839921594248
Caltech256,Caltech256_DenseNet121_6838,52031,26.951976478275075
Caltech256,Caltech256_DenseNet121_6838,52034,33.257105521071544
Caltech256,Caltech256_DenseNet121_6838,52036,23.52172492649461
Caltech256,Caltech256_DenseNet121_6838,52041,34.727213328977456
Caltech256,Caltech256_DenseNet121_6838,52043,33.093760209082
Caltech256,Caltech256_DenseNet121_6838,52046,31.133616465207446
Caltech256,Caltech256_DenseNet121_6838,52061,25.089839921594248
Caltech256,Caltech256_DenseNet121_6838,52063,23.52172492649461
Caltech256,Caltech256_DenseNet121_6838,52064,31.133616465207446
Caltech256,Caltech256_DenseNet121_6838,52103,27.18065991506044
Caltech256,Caltech256_DenseNet121_6838,52104,34.62920614178373
Caltech256,Caltech256_DenseNet121_6838,52106,25.089839921594248
Caltech256,Caltech256_DenseNet121_6838,52130,26.98464554067298
Caltech256,Caltech256_DenseNet121_6838,52134,32.96308395949036
Caltech256,Caltech256_DenseNet121_6838,52136,22.116955243384513
Caltech256,Caltech256_DenseNet121_6838,52140,35.249918327344005
Caltech256,Caltech256_DenseNet121_6838,52143,32.734400522705
Caltech256,Caltech256_DenseNet121_6838,52146,31.394968964390724
Caltech256,Caltech256_DenseNet121_6838,52160,24.63247304802352
Caltech256,Caltech256_DenseNet121_6838,52163,22.280300555374062
Caltech256,Caltech256_DenseNet121_6838,52164,31.394968964390724
Caltech256,Caltech256_DenseNet121_6838,52301,26.98464554067298
Caltech256,Caltech256_DenseNet121_6838,52304,33.355112708265274
Caltech256,Caltech256_DenseNet121_6838,52306,23.750408363279973
Caltech256,Caltech256_DenseNet121_6838,52310,26.98464554067298
Caltech256,Caltech256_DenseNet121_6838,52314,32.86507677229664
Caltech256,Caltech256_DenseNet121_6838,52316,22.34563868016988
Caltech256,Caltech256_DenseNet121_6838,52340,33.583796145050634
Caltech256,Caltech256_DenseNet121_6838,52341,32.734400522705
Caltech256,Caltech256_DenseNet121_6838,52346,29.108134596537077
Caltech256,Caltech256_DenseNet121_6838,52360,23.19503430251552
Caltech256,Caltech256_DenseNet121_6838,52361,22.34563868016988
Caltech256,Caltech256_DenseNet121_6838,52364,29.108134596537077
Caltech256,Caltech256_DenseNet121_6838,52401,35.11924207775237
Caltech256,Caltech256_DenseNet121_6838,52403,33.681803332244364
Caltech256,Caltech256_DenseNet121_6838,52406,31.786997713165633
Caltech256,Caltech256_DenseNet121_6838,52410,35.11924207775237
Caltech256,Caltech256_DenseNet121_6838,52413,32.734400522705
Caltech256,Caltech256_DenseNet121_6838,52416,31.362299901992813
Caltech256,Caltech256_DenseNet121_6838,52430,33.583796145050634
Caltech256,Caltech256_DenseNet121_6838,52431,32.734400522705
Caltech256,Caltech256_DenseNet121_6838,52436,29.108134596537077
Caltech256,Caltech256_DenseNet121_6838,52460,31.688990525971906
Caltech256,Caltech256_DenseNet121_6838,52461,31.362299901992813
Caltech256,Caltech256_DenseNet121_6838,52463,28.977458346945443
Caltech256,Caltech256_DenseNet121_6838,52601,24.63247304802352
Caltech256,Caltech256_DenseNet121_6838,52603,23.06435805292388
Caltech256,Caltech256_DenseNet121_6838,52604,31.133616465207446
Caltech256,Caltech256_DenseNet121_6838,52610,24.63247304802352
Caltech256,Caltech256_DenseNet121_6838,52613,22.280300555374062
Caltech256,Caltech256_DenseNet121_6838,52614,31.394968964390724
Caltech256,Caltech256_DenseNet121_6838,52630,23.19503430251552
Caltech256,Caltech256_DenseNet121_6838,52631,22.31296961777197
Caltech256,Caltech256_DenseNet121_6838,52634,28.846782097353806
Caltech256,Caltech256_DenseNet121_6838,52640,31.688990525971906
Caltech256,Caltech256_DenseNet121_6838,52641,31.362299901992813
Caltech256,Caltech256_DenseNet121_6838,52643,28.944789284547532
Caltech256,Caltech256_DenseNet121_6838,53012,26.85396929108135
Caltech256,Caltech256_DenseNet121_6838,53014,34.98856582816073
Caltech256,Caltech256_DenseNet121_6838,53016,25.645213982358705
Caltech256,Caltech256_DenseNet121_6838,53021,26.657954916693892
Caltech256,Caltech256_DenseNet121_6838,53024,33.06109114668409
Caltech256,Caltech256_DenseNet121_6838,53026,23.58706305129043
Caltech256,Caltech256_DenseNet121_6838,53041,35.21724926494609
Caltech256,Caltech256_DenseNet121_6838,53042,33.159098333877814
Caltech256,Caltech256_DenseNet121_6838,53046,31.688990525971906
Caltech256,Caltech256_DenseNet121_6838,53061,25.645213982358705
Caltech256,Caltech256_DenseNet121_6838,53062,23.58706305129043
Caltech256,Caltech256_DenseNet121_6838,53064,31.688990525971906
Caltech256,Caltech256_DenseNet121_6838,53102,26.85396929108135
Caltech256,Caltech256_DenseNet121_6838,53104,34.98856582816073
Caltech256,Caltech256_DenseNet121_6838,53106,25.645213982358705
Caltech256,Caltech256_DenseNet121_6838,53120,26.919307415877164
Caltech256,Caltech256_DenseNet121_6838,53124,32.89774583469454
Caltech256,Caltech256_DenseNet121_6838,53126,22.182293368180332
Caltech256,Caltech256_DenseNet121_6838,53140,36.22999019928128
Caltech256,Caltech256_DenseNet121_6838,53142,32.96308395949036
Caltech256,Caltech256_DenseNet121_6838,53146,31.427638026788628
Caltech256,Caltech256_DenseNet121_6838,53160,25.743221169552434
Caltech256,Caltech256_DenseNet121_6838,53162,22.182293368180332
Caltech256,Caltech256_DenseNet121_6838,53164,31.427638026788628
Caltech256,Caltech256_DenseNet121_6838,53201,26.919307415877164
Caltech256,Caltech256_DenseNet121_6838,53204,33.093760209082
Caltech256,Caltech256_DenseNet121_6838,53206,23.45638680169879
Caltech256,Caltech256_DenseNet121_6838,53210,26.919307415877164
Caltech256,Caltech256_DenseNet121_6838,53214,32.53838614831754
Caltech256,Caltech256_DenseNet121_6838,53216,22.214962430578243
Caltech256,Caltech256_DenseNet121_6838,53240,33.38778177066318
Caltech256,Caltech256_DenseNet121_6838,53241,32.734400522705
Caltech256,Caltech256_DenseNet121_6838,53246,29.042796471741262
Caltech256,Caltech256_DenseNet121_6838,53260,23.260372427311335
Caltech256,Caltech256_DenseNet121_6838,53261,22.214962430578243
Caltech256,Caltech256_DenseNet121_6838,53264,29.042796471741262
Caltech256,Caltech256_DenseNet121_6838,53401,35.87063051290428
Caltech256,Caltech256_DenseNet121_6838,53402,33.22443645867364
Caltech256,Caltech256_DenseNet121_6838,53406,32.53838614831754
Caltech256,Caltech256_DenseNet121_6838,53410,35.87063051290428
Caltech256,Caltech256_DenseNet121_6838,53412,33.06109114668409
Caltech256,Caltech256_DenseNet121_6838,53416,31.296961777196998
Caltech256,Caltech256_DenseNet121_6838,53420,33.583796145050634
Caltech256,Caltech256_DenseNet121_6838,53421,33.093760209082
Caltech256,Caltech256_DenseNet121_6838,53426,28.977458346945443
Caltech256,Caltech256_DenseNet121_6838,53460,32.04835021234891
Caltech256,Caltech256_DenseNet121_6838,53461,31.296961777196998
Caltech256,Caltech256_DenseNet121_6838,53462,28.977458346945443
Caltech256,Caltech256_DenseNet121_6838,53601,25.743221169552434
Caltech256,Caltech256_DenseNet121_6838,53602,23.09702711532179
Caltech256,Caltech256_DenseNet121_6838,53604,31.819666775563544
Caltech256,Caltech256_DenseNet121_6838,53610,25.743221169552434
Caltech256,Caltech256_DenseNet121_6838,53612,22.182293368180332
Caltech256,Caltech256_DenseNet121_6838,53614,31.427638026788628
Caltech256,Caltech256_DenseNet121_6838,53620,23.260372427311335
Caltech256,Caltech256_DenseNet121_6838,53621,22.214962430578243
Caltech256,Caltech256_DenseNet121_6838,53624,29.042796471741262
Caltech256,Caltech256_DenseNet121_6838,53640,32.04835021234891
Caltech256,Caltech256_DenseNet121_6838,53641,31.296961777196998
Caltech256,Caltech256_DenseNet121_6838,53642,28.977458346945443
Caltech256,Caltech256_DenseNet121_6838,54012,35.08657301535446
Caltech256,Caltech256_DenseNet121_6838,54013,36.03397582489383
Caltech256,Caltech256_DenseNet121_6838,54016,35.28258738974191
Caltech256,Caltech256_DenseNet121_6838,54021,34.923227703364915
Caltech256,Caltech256_DenseNet121_6838,54023,33.51845802025482
Caltech256,Caltech256_DenseNet121_6838,54026,31.590983338778177
Caltech256,Caltech256_DenseNet121_6838,54031,36.03397582489383
Caltech256,Caltech256_DenseNet121_6838,54032,33.48578895785691
Caltech256,Caltech256_DenseNet121_6838,54036,32.30970271153218
Caltech256,Caltech256_DenseNet121_6838,54061,35.28258738974191
Caltech256,Caltech256_DenseNet121_6838,54062,31.590983338778177
Caltech256,Caltech256_DenseNet121_6838,54063,32.375040836328
Caltech256,Caltech256_DenseNet121_6838,54102,35.08657301535446
Caltech256,Caltech256_DenseNet121_6838,54103,36.03397582489383
Caltech256,Caltech256_DenseNet121_6838,54106,35.28258738974191
Caltech256,Caltech256_DenseNet121_6838,54120,35.151911140150276
Caltech256,Caltech256_DenseNet121_6838,54123,32.89774583469454
Caltech256,Caltech256_DenseNet121_6838,54126,31.329630839594902
Caltech256,Caltech256_DenseNet121_6838,54130,36.19732113688337
Caltech256,Caltech256_DenseNet121_6838,54132,33.12642927147991
Caltech256,Caltech256_DenseNet121_6838,54136,31.427638026788628
Caltech256,Caltech256_DenseNet121_6838,54160,34.46586082979419
Caltech256,Caltech256_DenseNet121_6838,54162,31.329630839594902
Caltech256,Caltech256_DenseNet121_6838,54163,31.558314276380266
Caltech256,Caltech256_DenseNet121_6838,54201,35.18458020254819
Caltech256,Caltech256_DenseNet121_6838,54203,33.48578895785691
Caltech256,Caltech256_DenseNet121_6838,54206,31.688990525971906
Caltech256,Caltech256_DenseNet121_6838,54210,35.18458020254819
Caltech256,Caltech256_DenseNet121_6838,54213,32.66906239790918
Caltech256,Caltech256_DenseNet121_6838,54216,31.329630839594902
Caltech256,Caltech256_DenseNet121_6838,54230,33.38778177066318
Caltech256,Caltech256_DenseNet121_6838,54231,32.70173146030709
Caltech256,Caltech256_DenseNet121_6838,54236,29.01012740934335
Caltech256,Caltech256_DenseNet121_6838,54260,31.49297615158445
Caltech256,Caltech256_DenseNet121_6838,54261,31.329630839594902
Caltech256,Caltech256_DenseNet121_6838,54263,28.71610584776217
Caltech256,Caltech256_DenseNet121_6838,54301,35.9359686377001
Caltech256,Caltech256_DenseNet121_6838,54302,33.453119895459
Caltech256,Caltech256_DenseNet121_6838,54306,32.375040836328
Caltech256,Caltech256_DenseNet121_6838,54310,35.9359686377001
Caltech256,Caltech256_DenseNet121_6838,54312,33.06109114668409
Caltech256,Caltech256_DenseNet121_6838,54316,31.590983338778177
Caltech256,Caltech256_DenseNet121_6838,54320,33.55112708265273
Caltech256,Caltech256_DenseNet121_6838,54321,33.06109114668409
Caltech256,Caltech256_DenseNet121_6838,54326,29.042796471741262
Caltech256,Caltech256_DenseNet121_6838,54360,32.17902646194054
Caltech256,Caltech256_DenseNet121_6838,54361,31.590983338778177
Caltech256,Caltech256_DenseNet121_6838,54362,29.042796471741262
Caltech256,Caltech256_DenseNet121_6838,54601,34.46586082979419
Caltech256,Caltech256_DenseNet121_6838,54602,31.362299901992813
Caltech256,Caltech256_DenseNet121_6838,54603,32.14635739954264
Caltech256,Caltech256_DenseNet121_6838,54610,34.46586082979419
Caltech256,Caltech256_DenseNet121_6838,54612,31.329630839594902
Caltech256,Caltech256_DenseNet121_6838,54613,31.558314276380266
Caltech256,Caltech256_DenseNet121_6838,54620,31.49297615158445
Caltech256,Caltech256_DenseNet121_6838,54621,31.329630839594902
Caltech256,Caltech256_DenseNet121_6838,54623,28.71610584776217
Caltech256,Caltech256_DenseNet121_6838,54630,32.015681149951
Caltech256,Caltech256_DenseNet121_6838,54631,31.623652401176088
Caltech256,Caltech256_DenseNet121_6838,54632,28.683436785364258
Caltech256,Caltech256_DenseNet121_6838,56012,24.501796798431887
Caltech256,Caltech256_DenseNet121_6838,56013,26.037242731133613
Caltech256,Caltech256_DenseNet121_6838,56014,34.400522704998366
Caltech256,Caltech256_DenseNet121_6838,56021,24.63247304802352
Caltech256,Caltech256_DenseNet121_6838,56023,23.06435805292388
Caltech256,Caltech256_DenseNet121_6838,56024,31.06827834041163
Caltech256,Caltech256_DenseNet121_6838,56031,26.16791898072525
Caltech256,Caltech256_DenseNet121_6838,56032,23.06435805292388
Caltech256,Caltech256_DenseNet121_6838,56034,31.786997713165633
Caltech256,Caltech256_DenseNet121_6838,56041,34.400522704998366
Caltech256,Caltech256_DenseNet121_6838,56042,30.970271153217904
Caltech256,Caltech256_DenseNet121_6838,56043,31.819666775563544
Caltech256,Caltech256_DenseNet121_6838,56102,24.501796798431887
Caltech256,Caltech256_DenseNet121_6838,56103,26.037242731133613
Caltech256,Caltech256_DenseNet121_6838,56104,34.400522704998366
Caltech256,Caltech256_DenseNet121_6838,56120,24.469127736033975
Caltech256,Caltech256_DenseNet121_6838,56123,22.116955243384513
Caltech256,Caltech256_DenseNet121_6838,56124,31.296961777196998
Caltech256,Caltech256_DenseNet121_6838,56130,25.84122835674616
Caltech256,Caltech256_DenseNet121_6838,56132,21.92094086899706
Caltech256,Caltech256_DenseNet121_6838,56134,31.590983338778177
Caltech256,Caltech256_DenseNet121_6838,56140,34.59653707938582
Caltech256,Caltech256_DenseNet121_6838,56142,31.198954590003268
Caltech256,Caltech256_DenseNet121_6838,56143,31.525645213982358
Caltech256,Caltech256_DenseNet121_6838,56201,24.63247304802352
Caltech256,Caltech256_DenseNet121_6838,56203,23.06435805292388
Caltech256,Caltech256_DenseNet121_6838,56204,31.133616465207446
